0.022465492	0.10580355	0.057629187	0.3644496	0.08181764	0.02043935	0.2433693	0.38866726	0.015003306	0.10831386	0.26091355	0.35333985	-0.0028800883	-0.3355595	-0.27736485	0.43794814
-0.3708404	0.07206222	-0.26368213	0.5987218	-0.12716739	-0.011973547	0.3886159	0.31882617	-0.061405126	0.38230708	0.13259186	0.7298068	0.032872234	-0.44179332	-0.58111066	-0.41449374
-0.4814455	0.10798419	0.2035745	0.7059042	-0.2977397	0.08864492	-0.24286585	0.3494677	-0.21048708	-0.0890749	0.23140469	0.56142974	0.37827274	-0.36819556	-0.035925675	0.22774087
0.23571095	0.23703378	-0.12054286	0.033036634	0.09455145	0.06618287	0.2599176	0.24219817	-0.046518058	0.18305136	0.25140128	0.06517062	-0.12798701	-0.20269124	-0.19710185	0.38409317
0.33561444	0.09106647	0.04973359	0.5115969	-0.06793882	0.020592995	-0.10002599	-0.3924582	-0.6133883	-0.31758958	0.2939173	0.46480274	0.027343296	-0.25875846	0.21959382	0.24012016
-0.88003236	0.24004838	0.67395836	0.6354918	-0.5640387	0.16330512	-0.59922016	0.6908312	-0.09609743	-0.4103778	0.27500615	-0.017725335	0.7906768	-0.25103965	0.3708919	0.6355609
-0.28324744	0.12679413	-0.10284678	0.33812085	-0.088372394	0.08104851	0.18195638	0.32071835	0.049139146	0.22533737	0.23213623	0.3951569	0.098679714	-0.28226194	-0.3404887	0.07826371
-0.16660395	-0.0023699237	0.04088173	0.44714397	0.008120236	-0.16309866	0.18908425	0.21263202	-0.009631179	-0.007681542	0.0672071	0.5170819	0.025112964	-0.252188	-0.33356547	-0.0756955
0.46532375	-0.12268313	0.5061694	0.013259369	0.26066214	-0.20841226	-0.007965292	0.36880636	0.1075566	-0.5027562	0.039124873	-0.50076693	-0.025673496	-0.27579477	0.51541466	0.70000154
0.006850539	0.094364025	0.20065506	0.12869486	0.104967274	-0.05089968	0.11482264	0.4600025	0.18627135	-0.113004684	0.17043665	-0.052189555	0.14126305	-0.16177444	-0.027778132	0.47440648
-0.55512184	0.009239289	-0.057190098	-0.26942882	0.18198726	-0.02809189	0.50378674	0.924789	0.98205274	0.59909326	-0.12180728	-0.09672597	0.110403635	-0.22540852	-0.68053484	0.23864223
0.19892474	0.0025817298	0.12057049	0.3100304	0.09929531	-0.10083162	0.17720376	0.10031143	-0.06723409	-0.21954262	0.04719534	0.3979458	-0.034091506	-0.25670952	-0.09940709	0.07580315
0.9512143	0.1914983	-0.0011182564	-0.60157466	0.4488931	-0.007286371	0.34725916	-0.5092023	-0.5010449	-0.3622504	0.33099195	-0.52010417	-0.6713443	-0.056783322	0.47514912	0.77447325
0.083545014	0.16275293	-0.27417976	-0.14717887	0.12115789	0.086343534	0.45222712	0.30705312	0.01734603	0.37650016	0.14115337	0.20742224	-0.27160007	-0.182228	-0.4720893	-0.024826191
